episode_id,predicted_task,instruction
episode401,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the smooth orange bottle thoroughly after grabbing it."
episode402,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Open the gray appliance with transparent glass top by pulling on its handle."
episode403,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Stick the phone with printed back design on the left of the green car-shaped toycar"
episode404,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold the dark gray stove kitchenpot firmly, then lift."
episode405,turn_switch,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Trigger the smooth red switch with labels without referencing the right arm"
episode406,handover_block,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the red block onto the blue pad using the right arm."
episode407,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the left arm, open the orange laptop's lid."
episode408,place_fan,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the portable white fan with the left arm, put it on the Black mat, and make it face the robot"
episode409,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move red block to the middle and put green block on top of it."
episode410,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the bread with split top and drop it into the medium skillet."
episode411,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the golden bread loaf with soft inside and move it to the synthetic material breadbasket."
episode412,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Tap the compact tabletop bell's top center with the right arm."
episode413,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the bottle shaped like small cylinder and shake it steadily."
episode414,grab_roller,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grasp the smooth light brown roller firmly from the table."
